"pub_id","Year","Publisher","Title","Authors","Author_IDs","Publication_Link","Cited_By","Cited_By_Link","X_LLM_Title","X_LLM_Journal","X_LLM_Publisher","X_LLM_Year","X_LLM_Authors","X_LLM_Affiliations","X_LLM_Abstract","X_LLM_Keywords","X_LLM_Funders","X_LLM_Study_Area","X_LLM_Methods","child_authors_and_venue","child_snippet","child_pdf_link","child_position","X_LLM_SourceUsed","X_LLM_DOI","X_LLM_Authors_Clean","parent_pub_id"
153,2021,"American Chemical Society","Recovery of critical metals from aqueous sources","Sener, S E Can; Thomas, V M; Hogan, D E","1050; 1153; 506","https://pubs.acs.org/doi/abs/10.1021/acssuschemeng.1c03005",85,"https://scholar.google.com/scholar?cites=11001522033196615221&as_sdt=5,25&sciodt=0,25&hl=en&num=20","Recovery of critical metals from aqueous sources",NA,"American Chemical Society (ACS)",2021,"SE Can Sener; VM Thomas; DE Hogan","Department of Environmental Engineering and Earth Sciences, Clemson University, 342 Computer Court, Anderson, South Carolina 29625, United States; H. Milton Stewart School of Industrial and Systems Engineering, and School of Public Policy, Georgia Institute of Technology, 755 Ferst Drive NW, Atlanta, Georgia 30332, United States; Department of Environmental Science, University of Arizona, 1177 E Fourth Street, Tucson, Arizona 85721, United States; Department of Geosciences, University of Arizona, 1040 E. Fourth Street, Tucson, Arizona 85721, United States; School of Civil and Environmental Engineering, Georgia Institute of Technology, 790 Atlantic Drive, Atlanta, Georgia 30332, United States","Critical metals, identified from supply, demand, imports, and market factors, include rare earth elements (REEs), platinum group metals, precious metals, and other valuable metals …",NA,NA,NA,NA,"SE Can Sener, VM Thomas, DE Hogan… - ACS sustainable …, 2021 - ACS Publications","Critical metals, identified from supply, demand, imports, and market factors, include rare earth elements (REEs), platinum group metals, precious metals, and other valuable metals …","https://pmc.ncbi.nlm.nih.gov/articles/PMC8580379/pdf/nihms-1743261.pdf","7","FromColumns","10.1021/acssuschemeng.1c03005","Sener, SE Can; Thomas, V. M.; Hogan, D. E.","3"
155,2023,"American Chemical Society","Graphite flows in the US: insights into a key ingredient of energy transition","Zhang, J.; Liang, C.; Dunn, J B","1307; 683; 311","https://pubs.acs.org/doi/abs/10.1021/acs.est.2c08655",78,"https://scholar.google.com/scholar?cites=15932343247543862072&as_sdt=5,44&sciodt=0,44&hl=en&num=20","Graphite flows in the US: insights into a key ingredient of energy transition",NA,"American Chemical Society (ACS)",2023,"J Zhang; C Liang; JB Dunn","Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208, United States; Institute for Sustainability and Energy at Northwestern, Northwestern University, Evanston, Illinois 60208, United States; Northwestern-Argonne Institute of Science and Engineering, Evanston, Illinois 60208, United States; Center for Engineering Sustainability and Resilience, Northwestern University, Evanston, Illinois 60208 United States","Demand for graphite will grow with expanding use of lithium-ion batteries in the United States. Much graphite is imported, raising supply chain risks. It is therefore imperative to …",NA,NA,NA,NA,"J Zhang, C Liang, JB Dunn - Environmental Science & Technology, 2023 - ACS Publications","Demand for graphite will grow with expanding use of lithium-ion batteries in the United States. Much graphite is imported, raising supply chain risks. It is therefore imperative to …","https://pubs.acs.org/doi/pdf/10.1021/acs.est.2c08655","3","FromColumns","10.1021/acs.est.2c08655","Zhang, J.; Liang, C.; Dunn, J. B.","2"
159,2022,"Elsevier","Data–driven prospectivity modelling of sediment–hosted Zn–Pb mineral systems and their critical raw materials","Lawley, C J M; McCafferty, Anne E.; Graham, Garth E.; Huston, D L","674; 770; 432; 543","https://www.sciencedirect.com/science/article/pii/S0169136821006612",61,"https://scholar.google.com/scholar?cites=13165825097767543464&as_sdt=5,49&sciodt=0,49&hl=en&num=20; https://scholar.google.com/scholar?cites=13165825097767543464&as_sdt=5,44&sciodt=0,44&hl=en&num=20","Data–driven prospectivity modelling of sediment–hosted Zn–Pb mineral systems and their critical raw materials",NA,"Elsevier",2022,"CJM Lawley; AE McCafferty; GE Graham; DL Huston","Geological Survey of Canada; United States Geological Survey; Geoscience Australia; Geology, Minerals, Energy, and Geophysics Science Center","Demand for critical raw materials is expected to accelerate over the next few decades due to continued population growth and the shifting consumption patterns of the global economy …","sedimentary basins; Pb; Zn; critical raw minerals; prospectivity models; geoscience data; gradient boosting machine; crustal boundaries; Sedimentary basins; Pb; Zn; critical raw minerals; prospectivity models; geoscience data; gradient boosting machine; crustal boundaries",NA,"Canada, U.S., Australia; Canada, the U.S., and Australia","gradient boosting machine models; public geoscience data; discrete global grid system; gradient boosting machine models; discrete global grid system","CJM Lawley, AE McCafferty, GE Graham, DL Huston… - Ore Geology …, 2022 - Elsevier","Demand for critical raw materials is expected to accelerate over the next few decades due to continued population growth and the shifting consumption patterns of the global economy …",NA,"1","FromColumns","10.1016/j.oregeorev.2021.104635","Lawley, C. J. M.; McCafferty, A. E.; Graham, Garth E.; Huston, D. L.","1; 4"
160,2023,"Proceedings of the National Academy of Sciences of the United States of America","A resilient and connected network of sites to sustain biodiversity under a changing climate","Anderson, M G; Clark, M.; Olivero, A P; Barnett, A R","37; 218; 890; 80","https://www.pnas.org/doi/abs/10.1073/pnas.2204434119",60,"https://scholar.google.com/scholar?cites=11504617308798297172&as_sdt=5,49&sciodt=0,49&hl=en&num=20","A resilient and connected network of sites to sustain biodiversity under a changing climate",NA,"PNAS (National Academy of Sciences)",2023,"MG Anderson; M Clark; AP Olivero; AR Barnett","Center for Resilient Conservation Science, The Nature Conservancy, Boston, MA 0211; Center for Resilient Conservation Science, The Nature Conservancy, Atlanta, GA 30307; LANDFIRE, The Nature Conservancy, Lansing, MI 48906; Minnesota Field Office, The Nature Conservancy, Duluth, MN, 55803; Minnesota Field Office, The Nature Conservancy, Moorhead, MN 56560; Oregon Field Office, The Nature Conservancy, Portland, OR 97214; Idaho Field Office, The Nature Conservancy, Hailey, ID 83333; California Field Office, The Nature Conservancy, San Francisco, CA 94105","Motivated by declines in biodiversity exacerbated by climate change, we identified a network of conservation sites designed to provide resilient habitat for species, while supporting …",NA,NA,NA,NA,"MG Anderson, M Clark, AP Olivero, AR Barnett… - Proceedings of the …, 2023 - pnas.org","Motivated by declines in biodiversity exacerbated by climate change, we identified a network of conservation sites designed to provide resilient habitat for species, while supporting …","https://www.pnas.org/doi/pdf/10.1073/pnas.2204434119","3","FromColumns","10.1073/pnas.2204434119","Anderson, M. G.; Clark, M.; Olivero, A. P.; Barnett, A. R.","1"
161,2021,"American Geophysical Union","Including regional knowledge improves baseflow signature predictions in large sample hydrology","Gnann, S J; McMillan, H K; Woods, R A","422; 778; 1257","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2020WR028354",60,"https://scholar.google.com/scholar?cites=2546033990118792827&as_sdt=5,49&sciodt=0,49&hl=en&num=20","Including regional knowledge improves baseflow signature predictions in large sample hydrology",NA,"American Geophysical Union (via Wiley)",2021,"SJ Gnann; HK McMillan; RA Woods","Department of Civil Engineering University of Bristol  Bristol UK; Department of Geography San Diego State University  San Diego CA USA","A catchment's hydrological response is controlled by climatic forcing and by the landscape through which water moves. Yet when we compare large samples of catchments, we often …",NA,NA,NA,NA,"SJ Gnann, HK McMillan, RA Woods… - Water Resources …, 2021 - Wiley Online Library","A catchment's hydrological response is controlled by climatic forcing and by the landscape through which water moves. Yet when we compare large samples of catchments, we often …","https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2020WR028354","13","FromColumns","10.1029/2020WR028354","Gnann, S. J.; McMillan, H. K.; Woods, R. A.","1"
162,2021,"American Chemical Society","Quantifying the structural transitions of Chinese coal to coal-derived natural graphite by XRD, Raman spectroscopy, and HRTEM image analyses","Yuan, L.; Liu, Q.; Mathews, J P; Zhang, H.; Wu, Y.","1294; 693; 755; 1306; 1265","https://pubs.acs.org/doi/abs/10.1021/acs.energyfuels.0c04019",57,"https://scholar.google.com/scholar?cites=2093596528700726373&as_sdt=5,44&sciodt=0,44&hl=en&num=20","Quantifying the structural transitions of Chinese coal to coal-derived natural graphite by XRD, Raman spectroscopy, and HRTEM image analyses",NA,"American Chemical Society (ACS)",2021,"L Yuan; Q Liu; JP Mathews; H Zhang; Y Wu","School of Geosciences and Surveying Engineering, China University of Mining and Technology (Beijing),Beijing 100083, People’s Republic of China; The EMS Energy Institute, and the Leone Family Department of Energy and Mineral Engineering, The Pennsylvania State University, University Park, State College, Pennsylvania 16802, United States; School of Chemical and Environmental Engineering, China University of Mining and Technology (Beijing), Beijing 100083, People’s Republic of China","The macromolecular evolution of coal in proximity to intrusion zones provides a means of exploring the coal to coal-derived natural graphite (CDNG) transitions. Here, samples with …",NA,NA,NA,NA,"L Yuan, Q Liu, JP Mathews, H Zhang, Y Wu - Energy & Fuels, 2021 - ACS Publications","The macromolecular evolution of coal in proximity to intrusion zones provides a means of exploring the coal to coal-derived natural graphite (CDNG) transitions. Here, samples with …",NA,"7","FromColumns","10.1021/acs.energyfuels.0c04019","Yuan, L.; Liu, Q.; Mathews, J. P.; Zhang, H.; Wu, Y.","2"
163,2021,"Ecological Society of America","Leaf traits and canopy structure together explain canopy functional diversity: an airborne remote sensing approach","Kamoske, A G; Dahlin, K M; Serbin, S P","603; 258; 1051","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/eap.2230",52,"https://scholar.google.com/scholar?cites=6294930810833157675&as_sdt=5,49&sciodt=0,49&hl=en&num=20","Leaf traits and canopy structure together explain canopy functional diversity: an airborne remote sensing approach",NA,"Ecological Society of America (via Wiley)",2021,"AG Kamoske; KM Dahlin; SP Serbin","Department of Geography, Environment, &amp; Spatial Sciences Michigan State University 673 Auditorium Road #116 East Lansing Michigan 48824 USA; Program in Ecology, Evolutionary Biology, &amp; Behavior Michigan State University 103 Giltner Hall, 293 Farm Lane #103 East Lansing Michigan 48824 USA; Environmental and Climate Sciences Department Brookhaven National Laboratory 98 Rochester Street Upton New York 11973 USA; Department of Forestry Michigan State University 480 Wilson Road #126 East Lansing Michigan 48824 USA","Plant functional diversity is strongly connected to photosynthetic carbon assimilation in terrestrial ecosystems. However, many of the plant functional traits that regulate …",NA,NA,NA,NA,"AG Kamoske, KM Dahlin, SP Serbin… - Ecological …, 2021 - Wiley Online Library","Plant functional diversity is strongly connected to photosynthetic carbon assimilation in terrestrial ecosystems. However, many of the plant functional traits that regulate …","https://esajournals.onlinelibrary.wiley.com/doi/am-pdf/10.1002/eap.2230","19","FromColumns","10.1002/eap.2230","Kamoske, A. G.; Dahlin, K. M.; Serbin, S. P.","1"
164,2019,"ResearchGate","USGS critical minerals review","Fortier, Steven M.; Hammarstrom, Jane M.; Ryker, S J","375; 458; 1021","https://www.researchgate.net/profile/Nedal-Nassar/publication/385896534_Mining_engineering_USGS_critical_minerals_review/links/673a660df255d57286746544/Mining-engineering-USGS-critical-minerals-review.pdf",50,"https://scholar.google.com/scholar?cites=7328815590995223648&as_sdt=5,39&sciodt=0,39&hl=en&num=20; https://scholar.google.com/scholar?cites=7328815590995223648&as_sdt=40005&sciodt=0,10&hl=en&num=20; https://scholar.google.com/scholar?cites=7328815590995223648&as_sdt=2005&sciodt=0,5&hl=en&num=20; https://scholar.google.com/scholar?cites=7328815590995223648&as_sdt=5,50&sciodt=0,50&hl=en&num=20; https://scholar.google.com/scholar?cites=7328815590995223648&as_sdt=5,30&sciodt=0,30&hl=en&num=20; https://scholar.google.com/scholar?cites=7328815590995223648&as_sdt=5,44&sciodt=0,44&hl=en&num=20","USGS critical minerals review",NA,"ResearchGate (hosted copy)",2019,"SM Fortier; JH Hammarstrom; SJ Ryker",NA,"Minerals” was released by the US Department of Commerce on June 4, 2019 (US Department of Commerce, 2019). The report, developed through an interagency process in …",NA,NA,NA,NA,"SM Fortier, JH Hammarstrom, SJ Ryker… - Mining …, 2019 - researchgate.net","Minerals” was released by the US Department of Commerce on June 4, 2019 (US Department of Commerce, 2019). The report, developed through an interagency process in …","https://www.researchgate.net/profile/Nedal-Nassar/publication/385896534_Mining_engineering_USGS_critical_minerals_review/links/673a660df255d57286746544/Mining-engineering-USGS-critical-minerals-review.pdf","2; 4; 1; 13; 5; 7","FromColumns",NA,"Fortier, Steven M.; Hammarstrom, J. H.; Ryker, Sarah J.","22; 20; 9; 27; 28; 2; 42; 15; 8; 4"
165,2022,"Global Resource Information Database (GRID-Geneva), United Nations Environment Programme","Sand and sustainability: 10 strategic recommendations to avert a crisis","Peduzzi, Pascal; Lynggaard, Josefine Reimer; Chuah, Stephanie","920; 722; 213","https://discovery.ucl.ac.uk/id/eprint/10206341/",47,"https://scholar.google.com/scholar?cites=15927349861650362879&as_sdt=2005&sciodt=0,5&hl=en&num=20","Sand and Sustainability: 10 Strategic Recommendations to Avert a Crisis",NA,"GRID-Geneva, United Nations Environment Programme",2022,"Pascal Peduzzi; Josefine Reimer Lynggaard; Stephanie Chuah",NA,"Sand plays a strategic role in delivering ecosystem services, maintaining biodiversity, supporting economic development, and providing livelihoods within communities. It is linked to all 17 Sustainable Development Goals (SDGs) either directly or indirectly. Despite the strategic importance of sand, its extraction, sourcing, use, and management remain largely ungoverned in many regions of the world, leading to numerous environmental and social consequences that have been largely overlooked. “Sand and Sustainability: 10 strategic recommendations to avert a crisis” therefore consolidates the expertise in sand and sustainability from different sectors to bring attention to the impacts from the current state of extraction, use and (mis)management, putting forward recommendations for actions to set the global sand agenda in addressing environmental sustainability needs alongside justice, equity, technical, economic, and political considerations.",NA,NA,"Geneva, Switzerland","interviews; experts round table; direct contribution of more than 20 lead authors","P Peduzzi, J Reimer Lynggaard, S Chuah - 2022 - discovery.ucl.ac.uk","Sand plays a strategic role in delivering ecosystem services, maintaining biodiversity, supporting economic development, and providing livelihoods within communities. It is linked …","https://discovery.ucl.ac.uk/id/eprint/10206341/1/sand_sustainability.pdf","3","URL:html",NA,"Peduzzi, P. a. s. c. a. l.; Lynggaard, Josefine Reimer; Chuah, S. t. e. p. h. a. n. i. e.","15"
166,2019,"American Geophysical Union","The first 3D conductivity model of the contiguous United States: Reflections on geologic structure and application to induction hazards","Kelbert, A.; Bedrosian, Paul A.","613; 93","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1002/9781119434412.ch8",45,"https://scholar.google.com/scholar?cites=10579762928830040675&as_sdt=5,48&sciodt=0,48&hl=en&num=20","The first 3D conductivity model of the contiguous United States: Reflections on geologic structure and application to induction hazards",NA,"American Geophysical Union (via Wiley)",2019,"A Kelbert; PA Bedrosian","United States Geological Survey; Oregon State University","Estimation of ground level geoelectric fields has been identified by the National Space Weather Action Plan as a key component of assessment and mitigation of space weather …",NA,NA,NA,NA,"A Kelbert, PA Bedrosian… - … from the Sun to the power …, 2019 - Wiley Online Library","Estimation of ground level geoelectric fields has been identified by the National Space Weather Action Plan as a key component of assessment and mitigation of space weather …","https://www.researchgate.net/profile/Anna-Kelbert/publication/335849833_The_First_3D_Conductivity_Model_of_the_Contiguous_United_States_Reflections_on_Geologic_Structure_and_Application_to_Induction_Hazards/links/5dc58bfa299bf1a47b23d762/The-First-3D-Conductivity-Model-of-the-Contiguous-United-States-Reflections-on-Geologic-Structure-and-Application-to-Induction-Hazards.pdf","16","FromColumns","10.1002/9781119434412.ch8","Kelbert, A.; Bedrosian, Paul A.","1"
167,2019,"Springer","Future of mining, mineral processing and metal extraction industry","Pradip; Gautham, B. P.; Reddy, Sreedhar; Runkana, Venkataramana","953; 401; 982; 1018","https://link.springer.com/article/10.1007/s12666-019-01790-1",43,"https://scholar.google.com/scholar?cites=4210113993327682922&as_sdt=5,25&sciodt=0,25&hl=en&num=20","Future of Mining, Mineral Processing and Metal Extraction Industry","Transactions of the Indian Institute of Metals","Springer",2019,"Pradip (Tata Consultancy Services); B. P. Gautham (Tata Consultancy Services); Sreedhar Reddy (Tata Consultancy Services); Venkataramana Runkana (Tata Consultancy Services)","Tata Consultancy Services; Tata Research Development and Design Centre","Mining, mineral processing and metal extraction are undergoing a profound transformation as a result of two revolutions in the making—one, advances in digital technologies and the other, availability of electricity from renewable energy sources at affordable prices. The demand for new metals and materials has also arisen concurrently. This necessitates discovery of new ore deposits, mining and mineral processing of newly discovered ore deposits, and extraction of metals for meeting the projected requirements of the industry and the society. Some of the innovations that impacted the industry, for example, electric and autonomous equipment for drilling, haulage and processing of ores, drones for monitoring and control of operations, space/deep-sea/urban mining and molten salt electrolysis for metal extraction are discussed here. The transformative potential of integrated digital platforms such as TCS PREMAP and TCS PEACOCK is illustrated with examples where the platforms have been gainfully deployed in operating plants and creating values for the industry.",NA,NA,"Pune, India",NA,"Pradip, BP Gautham, S Reddy, V Runkana - … of the Indian Institute of Metals, 2019 - Springer","Mining, mineral processing and metal extraction are undergoing a profound transformation as a result of two revolutions in the making—one, advances in digital technologies and the …",NA,"14","URL:html","https://doi.org/10.1007/s12666-019-01790-1","Pradip; Gautham, B. P.; Reddy, S. r. e. e. d. h. a. r.; Runkana, V. e. n. k. a. t. a. r. a. m. a. n. a.","3"
168,2020,NA,"Reviewing the configuration and extent of the Midcontinent rift system","Hinze, William J.; Chandler, Val W.","1598; 1599","https://www.sciencedirect.com/science/article/pii/S0301926819305595",41,"https://scholar.google.com/scholar?cites=9554983013207686940&as_sdt=5,44&sciodt=0,44&hl=en&num=20","Detrital zircon U-Pb geochronology of the Precambrian Middle Run Formation (Eastern North America Basement): Implications for Grenvillian foreland basin evolution and Midcontinent Rifting","Precambrian Research",NA,2021,"P.A. Bedrosian",NA,"Opening of the Midcontinent Rift System and, presumably, the East Continent Rift basin, occurred after the Shawinigan phase of the Grenvillian orogeny (~1190–1120 Ma) in the region that was eventually intersected by the post-Ottawan Grenville Front Tectonic Zone (Fig. 1). The potential interaction between Mesoproterozoic continental rifting and collisional orogenesis in the buried eastern midcontinent, and the presence or absence of a Grenvillian foreland basin, are long debated. The Grenvillian orogeny and formation of the Midcontinent Rift system (MRS) are the primary tectonic events that modified Mesoproterozoic basement of eastern Laurentia prior to Neoproterozoic breakup of Rodinia. Trends of the Grenville Front Tectonic Zone (GFTZ), the cratonward limit of Grenvillian crustal reworking, and the East Continent Rift, an extension of the MRS, appear to converge in the subsurface of central Kentucky and southwestern Ohio. The Middle Run Formation (MRF) is a terrestrial clastic sequence that accumulated in the region of convergence and was interpreted as either a foreland basin or rift-fill deposit. Detrital zircon U-Pb geochronology for MRF feldspathic litharenites from three locations with varying proximity to the GFTZ provides the following constraints on the origin of the MRF and potential GFTZ-MRS interaction.",NA,NA,"central Kentucky and southwestern Ohio","Detrital zircon U-Pb geochronology","WJ Hinze, VW Chandler - Precambrian Research, 2020 - Elsevier","Uncertainty exists in the configuration and extent of the Midcontinent Rift System (MRS) because of deficiencies in geophysical data and limited information from outcrops and …",NA,"1","URL:html",NA,"Bedrosian, Paul A.","10"
169,2021,"American Geophysical Union","Spatial patterns and sensitivity of intermittent stream drying to climate variability","Moidu, H.; Obedzinski, M.; Carlson, S M","812; 886; 187","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2021WR030314",41,"https://scholar.google.com/scholar?cites=7146500555163576380&as_sdt=5,49&sciodt=0,49&hl=en&num=20","Spatial patterns and sensitivity of intermittent stream drying to climate variability",NA,"American Geophysical Union (via Wiley)",2021,"H Moidu; M Obedzinski; SM Carlson","Department of Environmental Science, Policy, &amp; Management University of California Berkeley  Berkeley CA USA; California Sea Grant  Windsor CA USA","Intermittent streams comprise much of the global river network, and are expected to become more prevalent with climate change. Characterizing the expansion and contraction of …",NA,NA,NA,NA,"H Moidu, M Obedzinski, SM Carlson… - Water Resources …, 2021 - Wiley Online Library","Intermittent streams comprise much of the global river network, and are expected to become more prevalent with climate change. Characterizing the expansion and contraction of …","https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2021WR030314","17","FromColumns","10.1029/2021WR030314","Moidu, H.; Obedzinski, M.; Carlson, S. M.","1"
170,2019,"MDPI","REE enrichment during magmatic–hydrothermal processes in carbonatite-related REE deposits: A case study of the weishan REE deposit, China","Jia, Y.; Liu, Y.","574; 695","https://www.mdpi.com/2075-163X/10/1/25",40,"https://scholar.google.com/scholar?cites=15303212150922354176&as_sdt=5,44&sciodt=0,44&hl=en&num=20","REE enrichment during magmatic–hydrothermal processes in carbonatite-related REE deposits: A case study of the weishan REE deposit, China",NA,"MDPI",2019,"Y Jia; Y Liu","Earth Science Institute, Guilin University of Technology, Guilin 541004, China; Key Laboratory of Deep-Earth Dynamics of Ministry of Natural Resources, Institute of Geology, Chinese Academy of Geological Science, Beijing 100037, China; Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou), Guangzhou 511458, China","The Weishan carbonatite-related rare earth element (REE) deposit in China contains both high-and low-grade REE mineralization and is an informative case study for the …",NA,NA,NA,NA,"Y Jia, Y Liu - Minerals, 2019 - mdpi.com","The Weishan carbonatite-related rare earth element (REE) deposit in China contains both high-and low-grade REE mineralization and is an informative case study for the …",NA,"6","FromColumns","10.3390/min10010025","Jia, Y.; Liu, Y.","7"
171,2021,"MDPI","Ocean-floor sediments as a resource of rare earth elements: An overview of recently studied sites","Milinovic, J.; Rodrigues, F J L; Barriga, F J A S; Murton, B J","795; 1001; 84; 851","https://www.mdpi.com/2075-163X/11/2/142",39,"https://scholar.google.com/scholar?cites=14188750644393586517&as_sdt=5,44&sciodt=0,44&hl=en&num=20","Ocean-floor sediments as a resource of rare earth elements: An overview of recently studied sites",NA,"MDPI",2021,"J Milinovic; FJL Rodrigues; FJAS Barriga; BJ Murton",NA,"The rare earth elements (REE), comprising 15 elements of the lanthanum series (La-Lu) together with yttrium (Y) and scandium (Sc), have become of particular interest because of …",NA,NA,NA,NA,"J Milinovic, FJL Rodrigues, FJAS Barriga, BJ Murton - Minerals, 2021 - mdpi.com","The rare earth elements (REE), comprising 15 elements of the lanthanum series (La-Lu) together with yttrium (Y) and scandium (Sc), have become of particular interest because of …",NA,"5","FromColumns",NA,"Milinovic, J.; Rodrigues, F. J. L.; Barriga, F. J. A. S.; Murton, B. J.","7"
